id,precioEstadia,Nombre,Fechapublicacion,descripcion,alojamientoid,operador,capacidad
387,121.13,Ebert Feest and Block,06/03/2014,Marketing,1305,1611,5
388,520.93,Effertz LLC,03-02-14,Training,1886,3863,1
389,3957.34,Dicki Baumbach and Hoppe,23/02/2014,Engineering,4861,1104,16
390,4126.44,Gleason Upton and Emard,14/11/2016,Business Development,2637,4268,2
391,795.29,Kiehn and Sons,15-02-16,Product Management,980,423,4
392,3098.16,Kunze Group,11-06-14,Business Development,3526,2511,14
393,362.24,Brown LLC,25-11-13,Product Management,1842,1588,5
394,4673.16,Hodkiewicz Eichmann and Harvey,30/01/2016,Services,4696,3398,11
395,3019.85,Stracke LLC,18-03-17,Accounting,923,3922,3
396,2280.68,Russel-Romaguera,06-10-13,Research and Development,4708,4569,16
397,71.76,Stracke Pfannerstill and Breitenberg,26/05/2016,Product Management,233,4987,1
398,2154.29,Moore Turner and Gislason,18/04/2016,Training,5803,954,3
399,2901.81,Ortiz LLC,03-01-17,Engineering,5970,781,13
400,4029.87,Koelpin Block and Romaguera,30/07/2015,Sales,1932,3232,1
401,946.39,Wiza-Blanda,22-08-16,Engineering,2357,1207,11
402,2796.65,Beatty Bergnaum and Nolan,06/03/2014,Research and Development,1829,2830,14
403,1365.16,Keeling and Sons,02-06-17,Engineering,2672,4889,4
404,2247.9,Jones-Shanahan,04-12-16,Engineering,2790,465,15
405,74.61,Ryan Waters and Hoeger,15/10/2013,Research and Development,2822,1984,3
406,3991.45,Langosh Rau and Hauck,10/02/2015,Accounting,332,3445,7
407,2570.47,Effertz Gorczany and Hickle,12/12/2013,Human Resources,1432,4434,1
408,232.69,Champlin LLC,25-12-17,Engineering,5676,294,12
409,437.63,Von-Conroy,07-01-16,Support,5947,1261,4
410,4061.56,Aufderhar LLC,03-02-18,Legal,2546,3350,3
411,3954.43,Batz Powlowski and O'Kon,06/10/2013,Engineering,846,4364,2
412,917.05,Aufderhar Fadel and Schuppe,02/03/2014,Sales,4279,138,11
413,3699.67,Rutherford-Schmidt,29-10-13,Training,4926,1268,2
414,4252.5,Shanahan and Sons,02-12-16,Services,2240,3744,8
415,903.31,Dibbert and Sons,21-11-13,Training,3696,3772,6
416,1745.28,Upton Inc,09-11-14,Business Development,1997,3841,5
417,387.88,Lynch Stark and Spencer,07/08/2017,Product Management,1897,1109,12
418,3918.23,Welch Inc,20-01-18,Support,3605,1728,3
419,420.45,Collier Armstrong and Murray,16/02/2016,Legal,1520,4519,3
420,2856.81,Kiehn-Greenholt,20-08-16,Accounting,2023,4180,8
421,653.19,Halvorson LLC,07-01-15,Product Management,2782,900,11
422,612.33,Nader Inc,28-12-17,Engineering,1125,4730,16
423,2600.93,Dickens-Bode,21-08-17,Product Management,410,3678,12
424,1146.45,Swaniawski Grady and VonRueden,12/12/2016,Human Resources,2095,978,11
425,2195.4,Harris Reinger and Hermann,04/07/2017,Services,2924,4282,3
426,203.77,Ondricka-Bednar,03-03-15,Engineering,1435,784,6
427,2183.71,Spinka Borer and Wisoky,11/02/2017,Marketing,5358,858,16
428,3308.13,Zboncak Stokes and Jones,15/03/2014,Human Resources,2428,1442,2
429,1186.37,Lang and Sons,14-02-17,Marketing,4898,1358,8
430,2707.86,Harvey-Blick,05-09-13,Services,4529,2805,9
431,2053.04,Walter Hudson and Kuhic,21/01/2018,Research and Development,4001,1179,10
432,3407.83,Ward LLC,10-12-17,Business Development,2984,1776,11
433,2799.41,Feest Inc,29-09-17,Marketing,4646,1007,4
434,1192.23,Huels Powlowski and Schroeder,29/07/2014,Human Resources,5347,3566,10
435,2551.78,Powlowski Hauck and Muller,13/01/2015,Sales,836,3743,5
436,4775.46,Koss Group,03-01-16,Accounting,4399,3559,9
437,1905.14,Terry and Sons,09-12-14,Training,267,4653,9
438,2121.6,Schuppe Boehm and Herman,11/09/2017,Human Resources,4766,437,10
439,1136.24,Rath Padberg and Reynolds,22/07/2013,Accounting,1000,4082,11
440,1579.35,Lemke Inc,28-07-14,Training,2841,2252,8
441,1476.58,Ortiz-Klocko,20-04-16,Accounting,3833,4889,6
442,2653.02,Monahan Inc,13-02-18,Marketing,2828,1321,7
443,4768.16,Considine Gorczany and Wilkinson,15/10/2017,Product Management,1937,1849,4
444,3833.58,Bruen Group,29-12-13,Sales,2922,4065,14
445,2853.67,Lehner-Raynor,08-11-13,Human Resources,3675,1639,2
446,2679.74,Donnelly-Hamill,21-05-13,Services,1652,761,16
447,4984.67,Toy Sawayn and Anderson,02/01/2017,Services,4411,4783,2
448,4624.06,Howell Inc,17-11-13,Product Management,3452,4067,4
449,840.12,Rogahn Leannon and Lueilwitz,03/11/2016,Services,2464,4716,6
450,2995.81,Dibbert Group,07-01-16,Support,2313,4711,3
451,1841.39,Rice Gleichner and Howell,15/04/2015,Accounting,3318,754,3
452,1146.09,Tromp-Crooks,04-04-15,Product Management,2160,4898,6
453,2885.1,Hartmann Group,29-05-16,Human Resources,4479,945,4
454,1755.52,Hodkiewicz-Bernhard,03-02-14,Business Development,4055,2498,9
455,3481.6,Bartoletti Inc,20-01-18,Training,5800,4212,6
456,457.86,Waelchi Lueilwitz and Spinka,16/05/2014,Accounting,1022,4036,15
457,4365.1,Lang-Osinski,08-04-17,Marketing,5647,581,7
458,4915.55,Collier-Lehner,09-06-15,Engineering,1006,1511,6
459,610.53,Raynor Lemke and Beer,21/04/2014,Human Resources,421,3569,7
460,1874.72,Marquardt Prohaska and Homenick,28/03/2016,Research and Development,1590,839,5
461,4266.82,Bartoletti LLC,14-11-13,Legal,935,2633,12
462,3651.71,Abernathy and Sons,14-06-15,Engineering,1941,695,15
463,4675.69,Kunde-Baumbach,08-01-14,Services,95,4089,12
464,1660.75,Heidenreich Gleichner and Franecki,01/04/2018,Human Resources,4121,4834,10
465,671.67,Wunsch Zemlak and Gulgowski,07/09/2014,Support,1649,2134,2
466,354.66,Marvin Treutel and Goodwin,24/05/2014,Research and Development,3995,3732,10
467,24.38,Kuhn Toy and Shields,18/02/2018,Engineering,700,257,10
468,4963.48,Rippin Inc,16-03-14,Research and Development,4128,4974,9
469,1539.01,Stiedemann Group,24-04-17,Marketing,991,314,7
470,3536.34,Fay LLC,19-11-17,Services,3120,4730,2
471,1745.96,Mayert Inc,07-10-14,Product Management,3333,2396,11
472,4565.67,Larkin Inc,08-07-16,Services,1530,4175,8
473,2502.27,Donnelly LLC,16-06-14,Services,5801,2106,5
474,3402.96,Jacobs Harber and O'Connell,09/05/2017,Engineering,479,105,3
475,3498.18,Bernhard and Sons,11-09-13,Marketing,1348,1741,10
476,907.26,Padberg-Williamson,19-11-15,Research and Development,5916,4178,15
477,1271.53,O'Keefe Kling and Kreiger,22/01/2014,Marketing,5798,883,11
478,2876.7,Pacocha Inc,07-01-15,Training,5370,1341,7
479,2958.29,Jacobi Sauer and Corwin,09/04/2015,Support,3087,2011,4
480,3666.68,Breitenberg-Hoeger,29-09-16,Marketing,3459,4494,13
481,2935.43,Rutherford Steuber and Russel,25/08/2013,Research and Development,4923,142,3
482,373.96,Koss and Sons,06-11-17,Business Development,2338,4650,3
483,2560.77,Hoppe Wilderman and Champlin,14/03/2017,Engineering,4635,3812,6
484,4751.84,Halvorson Group,30-07-15,Product Management,4495,4965,13
485,4657.95,Bayer Group,16-02-15,Engineering,4675,1305,7
486,1477.73,Braun Reilly and Kassulke,27/12/2014,Services,438,1910,3
487,4942.65,Cormier Thiel and Langworth,16/02/2016,Marketing,949,2627,4
488,1989.97,Howe-Price,18-01-17,Business Development,5171,1671,14
489,2618.91,Walter-Brakus,24-04-17,Engineering,3931,3175,7
490,3630.13,Strosin Inc,31-03-14,Product Management,3110,1191,7
491,625.45,Schimmel Casper and Schamberger,11/05/2018,Accounting,4840,4859,1
492,2027.82,Dickens Inc,02-12-13,Human Resources,1890,2913,8
493,1523.5,Kuvalis-Sporer,23-09-13,Engineering,1193,286,10
494,2029.23,Huel Inc,21-04-14,Human Resources,656,3278,4
495,59.29,Rodriguez-Quitzon,29-01-14,Human Resources,3378,664,8
496,723.76,Carter Inc,28-07-17,Training,2874,4422,5
497,2277.6,Bauch Group,30-10-16,Training,3387,2043,16
498,2529.57,Kuhn Inc,09-01-15,Legal,2818,1477,13
499,4549.22,Hickle-Pouros,18-01-15,Accounting,891,4642,14
500,130.99,Keebler-Heller,23-08-16,Research and Development,3137,3984,2
501,1643.03,Mohr-Kerluke,20-05-15,Product Management,4292,2225,1
502,3117.42,Stehr-Schulist,23-12-15,Product Management,1659,2634,4
503,2614.25,Maggio and Sons,28-05-17,Human Resources,4878,4619,12
504,4050.11,Feil-Huels,02-11-17,Product Management,2243,2419,13
505,359.48,Gislason-Reichert,26-09-17,Research and Development,3888,1295,11
506,2600.67,Keebler-Bashirian,22-04-14,Marketing,189,859,16
507,781.21,Morar-Marquardt,15-03-17,Sales,1533,1304,8
508,226.07,Heidenreich Crooks and Dickens,27/12/2013,Research and Development,1202,2100,3
509,3215.14,Wuckert Group,06-01-16,Services,4388,4278,3
510,4355.49,Hessel and Sons,06-08-13,Training,1819,4182,10
511,115.6,Leannon-Farrell,29-01-15,Support,2266,4368,15
512,4614.27,Hilpert Inc,26-12-13,Training,5263,4364,11
513,4786.98,Wiegand and Sons,20-04-15,Services,3009,2793,3
514,1868.64,Hyatt and Sons,21-10-13,Engineering,273,101,9
515,3236.02,Farrell Inc,23-01-15,Accounting,2416,1961,14
516,4170.75,Adams Moore and Pfannerstill,13/06/2017,Engineering,4910,1212,6
517,3350.12,Kirlin Group,18-10-16,Engineering,88,1783,4
518,3010.02,O'Hara-Bruen,22-03-14,Support,2076,4967,10
519,3134.26,Pollich Durgan and Howell,30/04/2015,Marketing,3773,3115,16
520,1470.67,Lehner-Graham,18-09-17,Accounting,4776,1707,1
521,4660.15,Orn Bergnaum and Connelly,29/08/2013,Product Management,5241,4609,5
522,305.02,Wilderman Krajcik and Beahan,20/09/2017,Business Development,1436,3007,11
523,4651.57,Franecki and Sons,07-06-17,Sales,2395,3298,2
524,2355.65,Schaefer Maggio and Durgan,22/10/2014,Human Resources,1994,1871,15
525,2348.95,Cole-Simonis,01-03-15,Engineering,5223,4474,7
526,2916.75,Skiles Inc,16-09-13,Human Resources,1833,1030,4
527,3108.74,Larson Dare and Lang,05/07/2016,Research and Development,900,1235,13
528,3656.37,Hermiston-Jacobi,06-07-15,Support,2154,5000,3
529,905.86,Klein-Gaylord,14-03-16,Business Development,5368,2353,14
530,3228.72,Price Group,16-04-14,Training,346,4042,4
531,2439.32,Lakin Glover and Balistreri,15/02/2015,Accounting,157,4603,8
532,4501.91,Ankunding Reichert and Hackett,15/01/2017,Business Development,1600,3715,5
533,4439.22,Klocko-Kuphal,10-12-16,Training,3951,4166,15
534,4403.35,Hahn-Schaden,25-12-15,Support,3019,682,2
535,3099.77,Goodwin Inc,05-01-17,Legal,747,906,2
536,2055.72,Weimann-Wisoky,21-01-15,Engineering,3462,444,14
537,809.82,Haley-Metz,16-01-17,Engineering,145,1131,2
538,1608.98,Purdy Group,09-10-15,Training,4463,1344,2
539,3983.45,Lemke-Tillman,23-02-16,Research and Development,2623,2727,2
540,932.34,Wisoky Boyle and Dickinson,21/12/2015,Legal,3471,4901,12
541,1344.66,Toy Stehr and Borer,19/08/2015,Accounting,1239,744,5
542,764.68,Hoppe and Sons,28-03-16,Support,1589,4157,2
543,1840.16,Kozey Bosco and Goldner,21/08/2014,Human Resources,2733,4103,7
544,4396.48,Schamberger-Franecki,08-03-18,Marketing,3610,4464,8
545,1168.2,Williamson Group,07-10-17,Product Management,1845,4847,5
546,603.65,Kirlin-Marquardt,08-12-14,Engineering,5541,2122,3
547,4865.61,Cartwright-Little,23-09-14,Support,1401,1067,12
548,2993.54,Ward Group,25-01-15,Services,280,3725,16
549,4285.96,Stracke-Carroll,15-02-17,Business Development,1812,2152,12
550,4504.88,Wilkinson-Abernathy,05-08-17,Product Management,1198,3749,8
551,1644.35,Mayer-Robel,01-02-14,Services,5338,3023,2
552,373.47,Ebert Inc,11-04-14,Training,420,2155,3
553,2346.67,Fisher-Mohr,07-06-15,Services,4998,3186,5
554,2901.47,Carter Marquardt and Schamberger,07/12/2015,Marketing,4496,4489,1
555,805.8,Morissette Beahan and Waelchi,13/03/2018,Product Management,5565,3295,1
556,1799.41,Reinger-Wolf,01-01-15,Services,3312,1317,3
557,4827.73,Marvin-Sipes,21-05-13,Training,5060,3286,15
558,2160.18,Wilderman-Hoppe,25-08-17,Marketing,5563,3771,5
559,1630.4,Runolfsson-Stark,26-01-16,Marketing,5610,791,3
560,4486.6,Lubowitz-Beahan,31-10-16,Business Development,3968,3029,2
561,1018.44,Upton Inc,25-08-17,Product Management,1459,3221,6
562,2339.8,Kreiger-Leuschke,07-04-18,Research and Development,3353,3752,8
563,402.52,Klein Inc,26-05-16,Marketing,2772,4032,8
564,156.42,Zboncak Smitham and Kling,22/06/2017,Engineering,971,3100,9
565,2797.77,Zemlak-Beahan,08-02-14,Training,2157,3496,1
566,3815.3,Welch-Ryan,17-03-14,Sales,3661,2290,11
567,2992.1,Kovacek-Fisher,05-01-16,Sales,4545,4019,3
568,2290.17,Rice-Brekke,22-05-15,Legal,2943,3071,6
569,4165.68,Grady LLC,24-03-17,Product Management,4798,89,13
570,2892.32,Dicki Dickens and Barrows,01/11/2013,Marketing,1003,474,14
571,735.24,Bradtke-Gusikowski,02-06-13,Business Development,3724,2079,1
572,1843.79,Rosenbaum Cremin and Schimmel,17/12/2017,Support,949,1864,11
573,4424.92,Krajcik and Sons,01-09-15,Services,4581,1513,5
574,3355.91,Bosco-Becker,17-06-17,Business Development,3849,3957,12
575,340.14,Balistreri-Durgan,31-12-15,Services,5465,3577,1
576,1747.58,Huels-Feest,02-05-15,Research and Development,1469,2119,9
577,3288.77,Schuppe Daniel and Windler,29/10/2015,Accounting,1557,4910,16
578,3926.42,Mraz Bogisich and Kirlin,17/01/2014,Legal,3862,2681,10
579,3088.95,Kunde-Rath,12-10-16,Engineering,1603,2520,3
580,4251.89,Boyle Inc,27-05-17,Services,2416,459,2
581,4147.14,Rutherford Schroeder and Kuhic,04/04/2015,Training,1791,2999,4
582,4718.85,Johnson Casper and Volkman,30/09/2016,Engineering,3975,4805,12
583,3607.19,Torphy Wisozk and Morar,26/04/2017,Accounting,1562,2239,12
584,1105.08,Anderson LLC,22-10-14,Sales,2356,287,5
585,3525.29,Glover-Schuppe,28-03-15,Accounting,5545,487,3
586,3146.79,Ferry Durgan and Monahan,04/05/2014,Product Management,3552,2238,9
587,3616.15,Hammes-Rath,08-04-16,Business Development,1294,527,11
588,2795.83,Harris Cummerata and Skiles,04/08/2017,Engineering,662,406,10
589,2421.41,Terry Rice and Beatty,16/04/2015,Training,701,3596,12
590,3923.4,Padberg Beier and Legros,27/05/2016,Research and Development,1649,2644,7
591,1912.07,Cruickshank Corkery and Hagenes,24/09/2015,Sales,5614,238,11
592,478.77,Monahan and Sons,21-12-16,Services,44,265,14
593,2197.39,Langworth-Romaguera,05-06-15,Marketing,4424,57,15
594,1982.59,Herman and Sons,29-04-17,Sales,4824,460,6
595,2626.26,Ullrich-Gottlieb,24-07-16,Support,3290,2204,7
596,470.92,Rosenbaum and Sons,03-08-13,Human Resources,1749,2434,10
597,2409.92,Pagac Halvorson and Ullrich,16/07/2014,Legal,4471,2397,13
598,740.16,Cremin Schaden and Hudson,18/08/2016,Legal,72,4107,15
599,933.83,Beatty-Hoppe,06-04-16,Human Resources,3618,4418,16
600,4126,Hoeger LLC,28-12-16,Legal,2457,3171,9
601,4291.98,Beatty and Sons,15-05-15,Business Development,3129,1326,5
602,1275.62,Rice LLC,15-02-15,Accounting,4757,2662,15
603,1986.59,Schowalter LLC,09-01-15,Sales,3909,1027,14
604,2533.53,Ondricka Greenfelder and Farrell,02/01/2014,Human Resources,1979,4709,13
605,1422.27,Olson-Beatty,10-06-13,Services,4741,276,8
606,275.63,Wilderman Inc,28-01-14,Marketing,694,1987,3
607,4596.96,Hilll Wolff and Marks,03/11/2014,Engineering,1485,1787,8
608,3887.86,Schultz Reichel and Kuphal,24/09/2013,Sales,277,4310,1
609,4557.29,Denesik Connelly and Upton,11/05/2016,Business Development,4534,3888,14
610,4513.39,Bailey-Parisian,09-11-17,Research and Development,1312,2298,7
611,1477.65,Adams Olson and McLaughlin,18/02/2014,Sales,2550,70,1
612,2998.35,Stanton Dickinson and Emmerich,08/01/2017,Research and Development,2512,4189,9
613,1878.85,Volkman Inc,27-10-13,Product Management,1530,1333,11
614,4884.83,Mohr Group,24-07-14,Legal,3908,788,13
615,1370.36,Carroll Group,24-09-14,Human Resources,1497,3080,3
616,727.38,Bosco-Hagenes,14-06-15,Marketing,5673,895,7
617,2335.16,Daugherty-Leffler,10-08-16,Training,1480,232,13
618,1499.35,Murphy Group,18-12-16,Services,4407,3697,4
619,1620.77,Greenfelder-Bahringer,20-04-18,Training,3031,1507,3
620,2302.04,Bosco Hoeger and Auer,20/04/2018,Training,5774,852,1
621,1359.34,Marquardt and Sons,26-04-17,Marketing,3738,1925,15
622,3388.25,Kunde Osinski and Pagac,10/08/2017,Accounting,1612,1796,2
623,1876.93,Waters-Kemmer,09-08-16,Human Resources,2740,3903,12
624,4402.49,Rempel-Ferry,19-04-15,Engineering,4920,3108,4
625,426.75,Anderson Inc,23-08-15,Research and Development,5392,257,9
626,4599.54,Rohan-Jacobson,21-07-13,Human Resources,3333,2298,9
627,1351.08,Turcotte Reilly and Zulauf,25/11/2013,Sales,3902,3323,8
628,4924.65,Goodwin Inc,23-01-17,Support,365,272,2
629,3519,Stanton-Cremin,12-03-16,Engineering,3366,3193,4
630,2376.01,Hodkiewicz Group,24-04-15,Services,1367,4072,5
631,1267.9,Maggio Heidenreich and Fadel,12/03/2016,Training,196,548,14
632,766.08,Fisher Kutch and Schumm,20/01/2018,Marketing,2493,3830,8
633,4354.32,Hodkiewicz Jacobi and Senger,21/04/2015,Marketing,1231,2016,9
634,4636.95,Johnson and Sons,24-06-14,Support,5324,2113,13
635,997.95,Bailey Ryan and Hackett,17/03/2015,Training,2767,1782,15
636,4101.48,Schmidt and Sons,17-10-13,Sales,1016,1801,16
637,2741.47,Herman-Berge,10-07-15,Sales,4584,4813,13
638,4322.73,Green-Pollich,07-03-18,Training,2578,1269,7
639,549.29,Medhurst-Balistreri,30-04-17,Legal,3363,1082,2
640,178.07,Wunsch-Jenkins,02-01-16,Services,1787,823,11
641,3251.24,Medhurst Group,02-11-13,Business Development,1602,4760,1
642,2700.37,Beatty Morissette and Bauch,01/02/2018,Sales,5373,3205,11
643,734.32,Rodriguez Inc,15-04-14,Sales,1012,1529,2
644,3525.27,Herzog LLC,05-06-14,Support,1168,2481,8
645,2911.07,Abbott Streich and Russel,23/03/2018,Business Development,1982,2869,10
646,2710.59,Kiehn-Hartmann,28-03-14,Accounting,5901,3452,11
647,422.18,Huel LLC,18-05-14,Engineering,5832,520,13
648,2152.7,Skiles Johnson and Hudson,05/12/2013,Product Management,4100,3234,15
649,1395.03,Stroman Inc,23-08-15,Engineering,2047,4443,1
650,1587.16,Predovic Group,19-04-18,Support,3207,27,15
651,179.62,Johnson Carter and Gorczany,19/12/2014,Marketing,3340,122,10
652,807.57,Roberts Larson and Fay,09/07/2017,Services,4826,4536,6
653,3381.25,Gleichner and Sons,30-08-17,Research and Development,4973,2080,9
654,368.03,Reynolds-Smitham,28-03-14,Business Development,413,1809,10
655,676.95,Kertzmann-Rohan,29-03-16,Accounting,5415,3607,2
656,3365.66,Maggio Inc,01-05-16,Research and Development,5233,1960,12
657,3821.5,Hammes-Wisozk,25-04-18,Accounting,251,1020,12
658,502.8,Schaden Stiedemann and Nolan,16/01/2018,Training,1883,4803,4
659,2892.39,Lemke-Christiansen,12-06-17,Marketing,517,4273,2
660,4717.59,Marks Mohr and Champlin,12/07/2015,Sales,1125,4580,3
661,613.33,Kozey Koch and Monahan,29/11/2015,Legal,712,908,6
662,3349.45,Becker-Wilderman,03-12-14,Support,4973,2125,13
663,1957.42,Johns-Turcotte,01-06-17,Support,4372,3397,12
664,526.68,Hyatt Marquardt and Connelly,04/04/2015,Human Resources,5733,738,15
665,2813.34,Denesik-Ritchie,02-06-14,Services,638,967,11
666,1735.15,Ziemann-Rowe,02-02-15,Engineering,17,1805,9
667,2644.23,Buckridge LLC,06-11-17,Research and Development,1240,329,13
668,4005.34,Heathcote LLC,18-06-14,Research and Development,2033,427,2
669,528.19,Grant Oberbrunner and Ward,12/11/2013,Accounting,2059,859,15
670,2757.05,Brakus and Sons,16-07-16,Research and Development,3235,3249,5
671,742.87,MacGyver Group,04-08-16,Business Development,2221,455,5
672,898.49,Legros Homenick and Kuhic,17/02/2014,Business Development,4746,2188,8
673,2887.43,Reinger Borer and O'Kon,12/06/2016,Research and Development,2639,2721,8
674,785.15,Bins McCullough and Schiller,15/11/2015,Legal,2551,896,3
675,1633.66,Medhurst Bruen and Donnelly,27/03/2016,Sales,3947,4290,14
676,4705.06,Kreiger-O'Conner,03-04-15,Business Development,5798,1025,14
677,725.99,Gerhold Hilll and Bins,15/11/2015,Human Resources,5621,2497,11
678,4472.33,Renner Inc,27-09-16,Support,4006,260,14
679,3746.19,Stracke Treutel and Lemke,06/05/2014,Services,1099,331,8
680,159.06,Baumbach Bergstrom and Wintheiser,24/04/2018,Accounting,5121,557,11
681,4342.12,Lebsack-Batz,01-04-16,Legal,1544,1330,6
682,496.13,Morissette-Kris,27-07-16,Marketing,5758,3560,16
683,4406.3,Herman Cormier and Rippin,22/12/2014,Training,4055,2679,1
684,2053.28,Kuphal Lehner and Friesen,02/03/2015,Support,2029,2642,15
685,2333.88,Greenfelder Veum and Rippin,19/05/2013,Engineering,2597,1749,9
686,1093.17,Bailey Inc,31-01-18,Support,4250,1715,14
687,1998.11,Bins Kozey and Nienow,17/02/2015,Business Development,3769,554,14
688,3586.37,Wilkinson-Roob,05-02-16,Support,4787,170,12
689,1598.31,Davis-Baumbach,05-11-13,Business Development,2238,1615,14
690,4527.77,Hackett Inc,30-11-17,Product Management,2360,3312,9
691,1024.03,Hoeger-Huel,08-03-18,Legal,1228,2502,3
692,2926.54,Schroeder LLC,14-06-16,Business Development,3012,4683,9
693,4251.04,Towne Schiller and Armstrong,02/11/2017,Legal,4250,967,3
694,1867.07,Moore Kozey and Price,25/10/2014,Sales,4552,2472,8
695,1780.77,Aufderhar-Walter,20-02-15,Accounting,2495,4008,10
696,2072.74,Altenwerth Douglas and Corwin,07/04/2017,Business Development,1556,1036,4
697,4487.46,Jacobson Kautzer and Schumm,08/09/2016,Accounting,2842,4241,5
698,46.43,Gibson Ernser and Schuppe,05/05/2018,Engineering,606,4502,14
