id,Tipo,Nombre,Ubicacion,Descripcion,Costo,MinimoPeriodo
393,Vivienda,808,Westend,DuBuque and Sons,889.5,180
394,HabitacionHostal,879,Butterfield,Blick and Sons,631.53,180
395,HabitacionHostal,113,Sycamore,Witting-Huel,298.38,1
396,HabitacionHostal,969,Lakewood,Jacobi LLC,162.43,180
397,Vivienda,21,Kensington,Ankunding LLC,925.71,60
398,HabitacionVivienda,898,Straubel,Wolff Inc,392.59,1
399,HabitacionVivienda,105,Mandrake,Orn-Donnelly,13.73,180
400,HabitacionHostal,276,Debra,Rau, Welch and Nader,340.26,60
401,HabitacionHostal,576,Shoshone,Ratke, Lang and Green,334.38,180
402,HabitacionHostal,408,Ridge Oak,Kilback Group,363.49,30
403,HabitacionHostal,828,Maple Wood,Von-Daugherty,759.02,180
404,Apartamento,803,Dottie,Abbott Group,279.42,30
405,HabitacionHotel,456,Luster,Pfeffer-Sawayn,535.2,60
406,Apartamento,306,Lerdahl,Murray, Schroeder and Nicolas,778.94,60
407,HabitacionHotel,651,Loomis,Homenick, Mante and Aufderhar,169.36,30
408,HabitacionVivienda,263,John Wall,Larson, Lowe and Bayer,287.73,180
409,HabitacionHotel,358,Acker,Heaney-Keebler,141.19,1
410,HabitacionHotel,344,Spaight,Sawayn and Sons,810.09,1
411,HabitacionVivienda,648,Esch,Mante-Dickinson,537.55,180
412,Apartamento,943,Mitchell,Bayer-Reilly,818.84,60
413,HabitacionUniversitaria,58,Mandrake,Larkin and Sons,137.77,1
414,HabitacionUniversitaria,66,Little Fleur,Bode-Mosciski,982.46,30
415,HabitacionVivienda,50,Pond,Beahan Group,291.83,1
416,HabitacionVivienda,243,Delladonna,Watsica, Gorczany and Jacobi,301.37,60
417,Apartamento,469,Susan,Vandervort, Gislason and Pagac,248.96,180
418,HabitacionVivienda,964,Blackbird,Cummerata, Legros and Hermann,213.06,30
419,HabitacionUniversitaria,345,5th,Carroll, Spencer and Wolf,169.36,60
420,HabitacionHostal,423,Roxbury,Spencer LLC,91.49,60
421,Vivienda,385,Clove,Funk LLC,807.05,30
422,HabitacionHostal,175,Lien,Wehner and Sons,203.34,180
423,HabitacionUniversitaria,14,Hayes,Douglas Inc,965.1,1
424,HabitacionHostal,107,4th,Conroy, West and Balistreri,188.82,30
425,HabitacionUniversitaria,264,Harper,Rodriguez LLC,183.62,1
426,HabitacionVivienda,828,Loomis,Predovic Group,906.74,30
427,Apartamento,953,Dennis,Brakus, Harber and Johns,280.75,180
428,HabitacionHotel,49,Rutledge,Ankunding-Spinka,115.47,180
429,Apartamento,62,Banding,Wolff, Volkman and Medhurst,57.41,60
430,HabitacionHotel,396,Pepper Wood,Rippin, Grady and Okuneva,672.34,60
431,HabitacionHostal,946,Memorial,Connelly-McDermott,161.63,180
432,HabitacionVivienda,194,Forster,Kassulke-Nitzsche,698.97,60
433,HabitacionUniversitaria,854,Killdeer,Roberts, Raynor and Crist,535.68,180
434,HabitacionVivienda,714,Thackeray,Feest LLC,507.21,60
435,HabitacionHostal,781,Golf Course,Treutel and Sons,558.33,1
436,Apartamento,973,West,Osinski Group,852.98,1
437,HabitacionUniversitaria,614,Pankratz,Balistreri and Sons,474.51,30
438,HabitacionHostal,708,Drewry,Bruen-Spencer,705.06,30
439,Vivienda,635,Corry,Klocko, Carter and Yundt,535.12,180
440,HabitacionVivienda,527,Hagan,Mertz-Kemmer,986.29,1
441,HabitacionVivienda,138,Shelley,Ferry Inc,607.18,30
442,HabitacionVivienda,511,Oneill,Corwin Inc,539.48,60
443,Apartamento,851,Comanche,Langosh-Turcotte,271.02,180
444,Vivienda,83,Russell,King and Sons,232.05,30
445,HabitacionHostal,915,Scofield,Russel LLC,576.2,180
446,HabitacionHotel,296,Comanche,Dickens Inc,682.15,180
447,HabitacionVivienda,20,Colorado,Mante Inc,181.81,60
448,HabitacionHotel,439,Lake View,Borer LLC,559.04,1
449,Apartamento,689,Old Gate,Lockman and Sons,332.84,60
450,HabitacionHotel,440,Basil,Lemke, Kiehn and Kuhlman,909.5,60
451,HabitacionVivienda,878,Judy,Gusikowski-Russel,161.95,1
452,HabitacionHostal,398,Everett,Yost, Murazik and Connelly,912.96,60
453,HabitacionVivienda,735,International,Wolff, Aufderhar and Heller,478.88,180
454,Apartamento,404,Susan,Roberts, Kub and Schneider,956.94,180
455,HabitacionHotel,426,Arizona,Ledner, Jacobson and Gerlach,503.78,180
456,Apartamento,709,Kim,Bauch LLC,676.42,30
457,HabitacionVivienda,325,Corry,Botsford LLC,159.68,30
458,HabitacionUniversitaria,111,Lakeland,Funk-Wintheiser,88.31,30
459,HabitacionHostal,826,Grover,Heller Group,925.06,1
460,HabitacionHotel,353,Utah,Baumbach-Larkin,648.06,180
461,HabitacionVivienda,97,Blackbird,Kuhn-Kihn,567.33,30
462,HabitacionHostal,375,Saint Paul,Kohler Inc,606.8,180
463,HabitacionHotel,201,Jay,McKenzie, Rath and Krajcik,551.71,30
464,Vivienda,760,Ryan,Nicolas-Williamson,364.16,60
465,HabitacionHotel,500,Raven,Bechtelar-Reynolds,284.99,60
466,HabitacionHostal,301,Kipling,Predovic, Feeney and Reynolds,817.03,30
467,Apartamento,739,Delladonna,Kemmer-Kulas,80.3,30
468,HabitacionVivienda,359,Sutherland,Mills-Greenfelder,849.21,60
469,Apartamento,160,Kensington,Wiza and Sons,755.15,180
470,HabitacionVivienda,314,Lakewood,Dietrich, Feeney and Labadie,806.33,60
471,Vivienda,789,Corben,Larson Group,886.86,1
472,HabitacionHostal,735,Buhler,Hahn, Runolfsdottir and Jerde,43.36,60
473,HabitacionHotel,931,Lunder,Daniel-Legros,902.1,1
474,HabitacionUniversitaria,278,Oak Valley,Haley, Jakubowski and Kub,291.57,60
475,HabitacionVivienda,324,Summit,Ratke-Gutkowski,302.17,180
476,HabitacionHotel,746,Express,Schowalter LLC,214.46,60
477,HabitacionHotel,894,Superior,Ferry LLC,5.4,60
478,HabitacionUniversitaria,955,Old Shore,Daniel, Kub and Hane,710.05,1
479,HabitacionHotel,895,Glendale,Pouros Group,972.65,60
480,Vivienda,250,Swallow,Sawayn, Okuneva and Kassulke,547.78,180
481,Apartamento,878,Mendota,Stokes Group,740.47,180
482,HabitacionUniversitaria,964,Menomonie,Abbott-Christiansen,105.18,30
483,Vivienda,576,Bayside,Reynolds and Sons,365.05,180
484,HabitacionHotel,989,Gina,Powlowski, Heaney and Zulauf,454.15,180
485,HabitacionVivienda,843,Mccormick,Monahan, Davis and Halvorson,814.3,30
486,HabitacionHotel,865,Esker,Mitchell-Will,373.8,180
487,HabitacionHotel,316,Mcguire,Beahan, Wolff and Gusikowski,838.05,60
488,HabitacionVivienda,477,Mccormick,Hyatt, Turcotte and Huels,97.26,180
489,HabitacionUniversitaria,27,Blue Bill Park,Hilll and Sons,539.25,30
490,HabitacionHotel,352,Lakewood Gardens,Graham-Thiel,57.4,30
491,Apartamento,919,Veith,Barrows, Pfannerstill and Boyle,163.76,60
492,Vivienda,429,Mallory,Lubowitz, Paucek and Effertz,260.93,60
493,HabitacionVivienda,780,Washington,Shanahan, Walter and Dach,605.88,60
494,Apartamento,899,Meadow Vale,Nienow, Funk and Kuvalis,140.84,1
495,HabitacionUniversitaria,558,Hudson,Rutherford-Rohan,213.6,30
496,Apartamento,754,Butternut,Graham Inc,280.66,60
497,HabitacionVivienda,427,Fisk,Wolf, Padberg and Marks,619.97,180
498,HabitacionVivienda,145,Colorado,Thompson-Schiller,390.53,30
499,HabitacionHostal,180,Vahlen,Koss-Lindgren,79.4,180
500,HabitacionVivienda,900,Raven,McClure-Koepp,638.18,60
501,Apartamento,816,Merchant,Stark LLC,835.27,60
502,Apartamento,329,Sycamore,Buckridge-Brown,904.56,30
503,Vivienda,278,Dakota,Hauck Group,758.49,180
504,Apartamento,602,Fairfield,Jenkins-Auer,510.19,180
505,HabitacionVivienda,790,Westridge,Feest-Sauer,663.27,30
506,Apartamento,206,Tony,Dibbert-Dach,258.29,60
507,HabitacionUniversitaria,656,Derek,Watsica, Kunde and Gutkowski,210.18,60
508,HabitacionHotel,214,Duke,Harber, Sipes and Schmidt,954.41,180
509,HabitacionUniversitaria,561,Westport,Veum Inc,304.59,30
510,HabitacionHotel,451,Hudson,Shields-DuBuque,658.41,180
511,HabitacionVivienda,287,Claremont,Jacobi, Will and Pfannerstill,85.42,180
512,HabitacionHotel,328,Jackson,Wiegand, Mante and Hudson,434.41,30
513,HabitacionHostal,385,Fair Oaks,Beatty-Reichert,105.03,30
514,HabitacionHotel,176,Debra,Schaefer and Sons,984.57,30
515,HabitacionVivienda,836,Carey,Nienow Group,414.94,180
516,Vivienda,667,Forest,Thompson-Harber,338.53,30
517,Vivienda,695,Swallow,Jacobson, Howe and Gerhold,2.56,180
518,HabitacionHotel,283,Superior,Yundt, DuBuque and Barrows,450.53,180
519,HabitacionHotel,756,3rd,Dickinson LLC,568.89,180
520,HabitacionVivienda,365,Heath,Conroy-Herman,313.22,1
521,HabitacionHostal,352,Shasta,O'Kon-Vandervort,751.12,180
522,HabitacionHostal,625,Paget,Brakus-Schroeder,320.6,60
523,HabitacionVivienda,421,Kings,Schmidt-Mayert,435.56,1
524,HabitacionHostal,118,Waywood,Ortiz Group,128.45,180
525,HabitacionHotel,551,Sullivan,Wintheiser, Spinka and McKenzie,280.85,60
526,HabitacionUniversitaria,392,Fordem,Cruickshank LLC,663.75,180
527,Vivienda,502,Pankratz,Bins-Bergnaum,837.79,180
528,Vivienda,495,Hoepker,Windler, Yost and Medhurst,73.42,60
529,HabitacionHostal,111,Tony,Senger, Bartell and Beatty,856.64,30
530,Vivienda,297,Cody,Wilkinson Inc,859.52,180
531,HabitacionVivienda,569,Westridge,Schmitt-Will,80.95,1
532,HabitacionUniversitaria,949,Moulton,Hammes LLC,144.35,30
533,Apartamento,143,Green,Steuber LLC,702.04,180
534,HabitacionVivienda,214,Mitchell,Pfeffer-Jakubowski,292.12,30
535,Vivienda,475,Tennyson,Berge-Fisher,40.7,180
536,Apartamento,760,Green Ridge,Marvin, Schoen and Mraz,158.03,180
537,Vivienda,601,Rusk,Nader Inc,767.62,30
538,Vivienda,925,Transport,Bergstrom, Gorczany and Okuneva,666.93,180
539,HabitacionHostal,762,Algoma,Crooks, Balistreri and Raynor,693.05,60
540,HabitacionVivienda,724,Charing Cross,Wiza Inc,615.48,180
541,HabitacionUniversitaria,890,Rusk,Farrell-Macejkovic,164.23,180
542,Vivienda,957,Northport,McKenzie, Willms and Stark,310.56,30
543,Vivienda,492,Acker,Walter-Hills,389.8,60
544,HabitacionHotel,762,Sachs,Schimmel, Goldner and Bogisich,326.47,180
545,HabitacionHostal,598,Cody,Senger Inc,250.91,180
546,HabitacionHostal,86,Stang,Dickens, Thiel and Mills,910.89,30
547,HabitacionHostal,616,Myrtle,Treutel-Hahn,563.51,1
548,HabitacionHotel,136,Linden,Kassulke Inc,792.95,30
549,Apartamento,608,Crest Line,Farrell, Stehr and Braun,322.95,180
550,Vivienda,451,Stone Corner,Maggio-Hirthe,648.78,180
551,HabitacionHostal,625,Onsgard,Schinner-Leannon,666.26,1
552,Vivienda,837,Garrison,O'Reilly Group,172.13,180
553,Apartamento,635,Sundown,Homenick Inc,154.43,1
554,Apartamento,654,Stone Corner,Gislason-Kub,401.6,60
555,HabitacionVivienda,843,Browning,Bechtelar-Yost,434.87,60
556,Vivienda,200,Calypso,Koepp, Hackett and Considine,48.36,180
557,HabitacionUniversitaria,607,Lukken,Will, Powlowski and Graham,429.29,180
558,HabitacionHotel,928,Dovetail,DuBuque LLC,892.21,1
559,HabitacionHostal,912,Fairview,Pouros Group,570.32,60
560,HabitacionHotel,866,Sunfield,Boyer-Sanford,645.79,60
561,Apartamento,654,Troy,McDermott-Smith,708.31,1
562,Apartamento,96,Parkside,Labadie Inc,901.35,180
563,Vivienda,781,Anhalt,Gorczany-Treutel,972.84,60
564,HabitacionVivienda,307,Burrows,Farrell-Kunze,175.16,180
565,HabitacionUniversitaria,626,Granby,Denesik-Krajcik,357.59,1
566,HabitacionVivienda,448,Hallows,Wisoky, Prohaska and Gibson,652.43,30
567,Apartamento,583,Pankratz,Green, Stracke and Raynor,344.2,60
568,Apartamento,723,Warner,Morar-MacGyver,12.75,180
569,Vivienda,56,Dixon,Kshlerin and Sons,872.53,60
570,Apartamento,992,Crownhardt,Kassulke-Rowe,342.79,1
571,Apartamento,548,David,Rowe-Volkman,348.89,180
572,Vivienda,339,Monument,Parisian and Sons,860.26,1
573,HabitacionUniversitaria,680,Arizona,Renner and Sons,795.17,60
574,Apartamento,670,Norway Maple,Daniel-Wolff,436.62,30
575,Vivienda,590,Mccormick,Schmidt-Ebert,95.14,30
576,Apartamento,357,Stephen,Streich, Spencer and Dooley,893.7,60
577,HabitacionHotel,573,Sachtjen,Heidenreich-Ondricka,930.04,30
578,HabitacionUniversitaria,351,Goodland,Weimann, Ankunding and Nolan,418.62,30
579,Vivienda,430,Johnson,Mann and Sons,973.37,60
580,HabitacionHostal,361,Lakewood,Thompson, Kirlin and Reilly,316.85,1
581,Apartamento,279,Jackson,Strosin, Rowe and Douglas,196.67,1
582,Vivienda,302,Warrior,Howell, Rowe and Vandervort,187.36,180
583,HabitacionHostal,218,Bayside,Lebsack and Sons,868.02,30
584,HabitacionHostal,286,Texas,Ondricka, Conn and Langworth,772.05,1
585,HabitacionVivienda,646,Farwell,Turner-Emard,717.93,60
586,Apartamento,644,Katie,Gorczany-Bogisich,694.25,60
587,Vivienda,488,Memorial,Parisian LLC,647.57,60
588,HabitacionHostal,612,Graedel,Stoltenberg, Hirthe and Bashirian,530.8,1
589,Apartamento,870,Redwing,Hessel, Kunze and Johnson,466.48,1
590,Apartamento,157,Vidon,Langworth LLC,234.1,1
591,HabitacionHotel,23,Manley,Bradtke, Volkman and Waelchi,536.99,30
592,HabitacionHotel,900,Huxley,Balistreri, Lebsack and Dach,638.94,60
593,HabitacionHotel,651,Moland,Kemmer-Johnston,621.43,30
594,Apartamento,188,Holmberg,Klocko-Gusikowski,17.54,60
595,HabitacionHotel,849,Dawn,Padberg Inc,749.65,1
596,HabitacionHostal,668,Elka,Crona, Hilll and Reynolds,296.43,60
597,HabitacionUniversitaria,673,Hintze,Hartmann-Weber,684.13,180
598,Apartamento,211,Nevada,Koepp, Friesen and Reilly,946.18,60
599,Vivienda,301,Columbus,Abbott and Sons,597.99,1
600,Vivienda,285,Hayes,Kiehn-Stracke,665.87,30
601,HabitacionHotel,401,East,Volkman LLC,565.94,180
602,HabitacionUniversitaria,687,Sugar,Conroy, Crist and Miller,797.77,1
603,HabitacionVivienda,322,Utah,Hintz Inc,74.96,30
604,HabitacionUniversitaria,85,Dryden,Greenfelder, Stamm and Gulgowski,665.6,60
605,Apartamento,979,Johnson,Schaden Inc,392.19,1
606,Vivienda,974,Porter,Schmeler LLC,839.62,60
607,HabitacionUniversitaria,902,Hansons,Sipes Group,547.42,30
608,Apartamento,5,Talisman,Nikolaus, Koelpin and Gerlach,469.43,30
609,HabitacionUniversitaria,87,Jenna,Cole, Douglas and Graham,907.12,30
610,HabitacionHotel,938,Lake View,Altenwerth-O'Hara,542.35,1
611,Apartamento,295,Utah,Eichmann, Connelly and Mraz,462.2,180
612,Vivienda,347,Claremont,Abbott and Sons,958.02,30
613,Vivienda,163,Anniversary,Cormier, Sawayn and Marvin,709.51,1
614,HabitacionHostal,485,Harbort,Kunze-Shields,402.22,30
615,HabitacionVivienda,121,Autumn Leaf,Fay-King,589.68,60
616,HabitacionVivienda,217,Graceland,Nitzsche LLC,816.69,30
617,HabitacionUniversitaria,171,Ridgeview,Cassin Inc,40.45,30
618,HabitacionUniversitaria,835,Roxbury,Harvey Inc,812.24,30
619,Vivienda,751,Knutson,Jacobson, Nitzsche and O'Conner,673.16,30
620,HabitacionHostal,142,David,Bruen Group,46.89,60
621,HabitacionHotel,929,Roth,Huel and Sons,787.96,60
622,HabitacionHotel,109,Elgar,Stanton, Johns and Nikolaus,392.27,1
623,Apartamento,130,Anthes,McLaughlin, Greenholt and Rath,925.62,60
624,Vivienda,38,Ilene,Collier-Lynch,171.22,30
625,HabitacionVivienda,962,Fulton,Little LLC,456.79,60
626,HabitacionUniversitaria,143,Morningstar,Bauch LLC,81.95,180
627,HabitacionVivienda,882,Amoth,O'Hara, Moore and Rolfson,726.3,1
628,HabitacionVivienda,837,Derek,Fahey, Hilll and Brown,861.36,30
629,Vivienda,183,Westridge,Moore-Willms,126.78,30
630,HabitacionHotel,403,Barby,Howell-Reynolds,25.09,30
631,HabitacionUniversitaria,354,Rieder,Gaylord, Shanahan and Corwin,283.91,1
632,Vivienda,889,Anzinger,Adams, Halvorson and Wunsch,878.15,30
633,Apartamento,470,Warrior,Howell-Osinski,52.77,1
634,HabitacionHostal,273,Anzinger,Rolfson Group,657.78,60
635,Vivienda,978,Stephen,Hauck-Breitenberg,310.35,180
636,HabitacionHostal,726,Loeprich,Towne and Sons,791.93,180
637,HabitacionUniversitaria,365,Westerfield,Hartmann, Kuhic and Altenwerth,593.11,180
638,Vivienda,204,Shopko,Jakubowski, Nienow and Stroman,566.8,180
639,HabitacionUniversitaria,593,Dottie,Marks-Balistreri,620.59,180
640,Vivienda,267,Norway Maple,Ankunding, Williamson and Casper,22.52,180
641,HabitacionUniversitaria,55,Barnett,Dicki and Sons,181.06,60
642,HabitacionUniversitaria,776,Bonner,Wintheiser-Huel,522.72,180
643,HabitacionVivienda,324,Ilene,Durgan-Renner,975.95,60
644,Apartamento,839,Jenna,Daniel Group,404.83,180
645,Vivienda,970,Claremont,Casper-Ferry,186.47,1
646,HabitacionHostal,56,Kropf,Kilback LLC,71.03,180
647,HabitacionHostal,172,Cherokee,Kutch, Harber and Feest,589.64,30
648,Vivienda,945,Heath,Sawayn, Emmerich and Corwin,358.91,180
649,HabitacionHostal,735,Gina,Goodwin Group,39.53,30
650,HabitacionVivienda,423,Stone Corner,White, Schinner and Eichmann,155.25,180
651,HabitacionHostal,796,Mayfield,Bode Inc,693.41,180
652,Vivienda,205,Quincy,Mueller and Sons,339.34,30
653,HabitacionUniversitaria,320,Bunker Hill,Kutch-Huels,89.03,1
654,HabitacionHostal,835,Westerfield,Hegmann Group,852.27,30
655,Apartamento,797,Cambridge,Nolan, Haley and Larkin,384.06,180
656,Vivienda,817,Bonner,Homenick Group,102.79,60
657,HabitacionUniversitaria,901,Dunning,Von, Bosco and Witting,905.97,60
658,HabitacionHostal,571,American,Ziemann-Schamberger,678.3,60
659,Vivienda,186,Nevada,Gerhold-Hartmann,643.03,1
660,Apartamento,908,Pearson,Erdman, Lind and Herman,459.97,60
661,Vivienda,845,Dayton,Hackett and Sons,313.4,60
662,HabitacionUniversitaria,769,Artisan,Bartoletti, Hintz and Runolfsson,995.13,1
663,Apartamento,11,Ridge Oak,Considine, Langworth and Cormier,763.6,30
664,Vivienda,60,Raven,Powlowski, Powlowski and Okuneva,546.97,30
665,HabitacionHotel,249,Erie,Rempel, Gottlieb and Donnelly,371.78,60
666,HabitacionHostal,618,Service,Bailey-Kling,167.6,180
667,Vivienda,256,Melody,Lesch, Dickinson and Hahn,744.21,180
668,Vivienda,538,Raven,Wiza, Donnelly and Parker,149.54,30
669,Vivienda,380,Raven,Kuhn, Hirthe and Carroll,421.23,180
670,HabitacionVivienda,527,Comanche,Pacocha, Watsica and Stanton,964.48,60
671,HabitacionUniversitaria,633,Northwestern,Waelchi-Stracke,408.05,60
672,Vivienda,248,Maple,Kuvalis, Bahringer and Cormier,479.97,180
673,HabitacionHostal,120,Dovetail,Kreiger Group,540.32,180
674,HabitacionVivienda,842,East,Bode-Kub,310.29,30
675,HabitacionUniversitaria,496,Magdeline,Bauch Group,767.64,30
676,HabitacionHotel,587,Ridgeview,Altenwerth, McLaughlin and Balistreri,102.87,180
677,HabitacionVivienda,994,Elmside,Emard, Corwin and Spencer,509.58,180
678,HabitacionHostal,982,Lillian,Lind, Collins and Hegmann,31.32,180
679,Vivienda,998,Nevada,Franecki LLC,457.5,30
680,Vivienda,960,Westridge,Schuster-Fisher,204.45,30
681,Apartamento,535,Schurz,Kautzer, Paucek and Dicki,791.31,30
682,HabitacionHotel,839,Monica,Cummings LLC,124.19,1
683,HabitacionVivienda,533,Cascade,Spinka LLC,504.72,60
684,Vivienda,998,Red Cloud,Grady, O'Kon and Gerhold,41.36,1
685,HabitacionVivienda,168,Randy,O'Keefe and Sons,232.2,30
686,Vivienda,152,Beilfuss,Baumbach, Dooley and Lehner,66.45,180
687,Vivienda,440,Dexter,Flatley, Brown and Turner,839.45,30
688,HabitacionVivienda,393,Mariners Cove,Hyatt-Langworth,180.64,30
689,HabitacionUniversitaria,528,Artisan,Abernathy, Hammes and Witting,507.86,180
690,HabitacionVivienda,620,Bultman,Fay LLC,779.65,180
691,HabitacionVivienda,959,Stone Corner,Romaguera and Sons,151.69,180
692,HabitacionUniversitaria,382,Hanover,Bechtelar, Lubowitz and Simonis,291.95,60
693,HabitacionHostal,500,Dahle,Rodriguez, Streich and Wiegand,138.38,180
694,HabitacionHostal,997,Maywood,Cummings Inc,875.86,30
695,Vivienda,990,Pleasure,Anderson LLC,594.58,180
696,HabitacionVivienda,781,Muir,Toy-Heaney,190.16,1
697,HabitacionVivienda,440,Scott,Ankunding, Cremin and McClure,121.47,60
698,HabitacionHostal,330,Heffernan,Kuvalis Group,84.51,30
699,HabitacionHotel,973,Annamark,Quigley-Wisoky,186.81,1
700,Apartamento,581,Ronald Regan,Gulgowski, Bauch and Reilly,990.02,180
701,HabitacionVivienda,577,American,Collins-Schulist,602.02,30
702,HabitacionHotel,364,Hollow Ridge,Mraz Inc,372.15,180
703,HabitacionUniversitaria,123,Donald,Nolan, Dickinson and Parker,14.61,1
704,Apartamento,667,Schurz,Botsford-Gerlach,602.7,180
705,HabitacionHotel,114,Grasskamp,DuBuque-Johnston,240.47,180
706,Apartamento,735,6th,Zulauf, Larson and Aufderhar,797.68,1
707,HabitacionUniversitaria,440,Farwell,Thompson Group,572.57,180
708,Vivienda,819,Heffernan,Bednar, Paucek and Glover,465.21,180
709,HabitacionUniversitaria,654,Scott,Okuneva, Vandervort and Rempel,175.15,30
710,Apartamento,260,Oriole,Streich-Buckridge,291.84,30
711,HabitacionUniversitaria,149,Spohn,Schinner Inc,221.65,60
712,HabitacionUniversitaria,885,Birchwood,Marquardt-Leuschke,75.09,1
713,HabitacionUniversitaria,129,Wayridge,Stiedemann-Schmidt,700.28,180
714,HabitacionVivienda,295,Garrison,Bashirian, Deckow and Schultz,699.93,30
715,Apartamento,767,Sugar,Schimmel, D'Amore and Walsh,774.15,60
716,Vivienda,755,Clemons,Thompson, Heathcote and Bradtke,481.9,180
717,Vivienda,670,Vera,Smitham-Ortiz,223.86,30
718,Apartamento,371,East,Luettgen and Sons,976.07,60
719,HabitacionUniversitaria,450,Golf View,Schowalter, Herman and Vandervort,35.97,30
720,Vivienda,60,Thierer,Jakubowski Group,697.85,180
721,HabitacionHostal,612,Memorial,Walker Group,601.16,180
722,Apartamento,908,Maple,Stokes, Gottlieb and Stiedemann,502.5,60
723,HabitacionUniversitaria,541,Granby,Will Group,453.81,180
724,Vivienda,917,Atwood,Abernathy and Sons,230.11,180
725,Vivienda,531,Claremont,Rogahn and Sons,10.99,180
726,HabitacionHostal,524,Fieldstone,Hand-Gottlieb,889.61,180
727,HabitacionHostal,605,Sycamore,Keebler, Dooley and Dicki,452.26,30
728,HabitacionUniversitaria,185,5th,Nader, Toy and Schiller,992.53,60
729,HabitacionVivienda,14,Talisman,Willms, Stehr and Jakubowski,839.68,30
730,HabitacionHostal,294,Vermont,Towne and Sons,805.94,1
731,HabitacionHotel,918,Redwing,Smitham, Lubowitz and Hamill,754.75,1
732,HabitacionVivienda,668,Barby,Bradtke LLC,553.47,60
733,HabitacionUniversitaria,325,Bobwhite,Stanton Inc,574.0,60
734,HabitacionVivienda,137,David,Grimes, Dicki and Schmeler,843.84,1
735,HabitacionVivienda,502,Bobwhite,Muller-Zulauf,867.57,60
736,HabitacionHotel,406,Texas,Farrell Group,363.77,180
737,HabitacionHostal,75,Portage,Schaefer-Brown,422.09,180
